
─── Fold 0/92 ───
[fold 0] epoch   10 | train  121.56 | val  122.02 | rotLSD  23.47
[fold 3] epoch  720 | train    0.73 | val    0.85 | rotLSD   0.48
[fold 3] epoch  730 | train    0.72 | val    0.89 | rotLSD   0.49
[fold 3] epoch  740 | train    0.72 | val    0.88 | rotLSD   0.49
[fold 3] epoch  750 | train    0.72 | val    0.88 | rotLSD   0.49
[fold 3] epoch  760 | train    0.73 | val    0.86 | rotLSD   0.48
[fold 3] epoch  770 | train    0.72 | val    0.87 | rotLSD   0.50
[fold 3] epoch  780 | train    0.72 | val    0.90 | rotLSD   0.48
[fold 3] epoch  790 | train    0.72 | val    0.86 | rotLSD   0.49
[fold 3] epoch  800 | train    0.71 | val    0.89 | rotLSD   0.50
[fold 3] epoch  810 | train    0.72 | val    0.88 | rotLSD   0.48
[fold 3] epoch  820 | train    0.72 | val    0.88 | rotLSD   0.47
[fold 3] epoch  830 | train    0.72 | val    0.88 | rotLSD   0.50
[fold 3] epoch  840 | train    0.71 | val    0.89 | rotLSD   0.49
[fold 3] epoch  850 | train    0.71 | val    0.87 | rotLSD   0.49
[fold 3] epoch  860 | train    0.72 | val    0.88 | rotLSD   0.47
[fold 3] epoch  870 | train    0.72 | val    0.88 | rotLSD   0.49
[fold 3] epoch  880 | train    0.71 | val    0.88 | rotLSD   0.50
[fold 3] epoch  890 | train    0.72 | val    0.89 | rotLSD   0.50
[fold 3] epoch  900 | train    0.71 | val    0.88 | rotLSD   0.48
[fold 3] epoch  910 | train    0.71 | val    0.88 | rotLSD   0.48
[fold 3] epoch  920 | train    0.72 | val    0.88 | rotLSD   0.48
[fold 3] epoch  930 | train    0.71 | val    0.88 | rotLSD   0.50
[fold 3] epoch  940 | train    0.72 | val    0.88 | rotLSD   0.49
[fold 3] epoch  950 | train    0.72 | val    0.88 | rotLSD   0.49
[fold 3] epoch  960 | train    0.71 | val    0.88 | rotLSD   0.49
[fold 3] epoch  970 | train    0.71 | val    0.88 | rotLSD   0.49
[fold 3] epoch  980 | train    0.72 | val    0.88 | rotLSD   0.49
[fold 3] epoch  990 | train    0.71 | val    0.88 | rotLSD   0.50
[fold 3] epoch 1000 | train    0.71 | val    0.88 | rotLSD   0.50

─── Fold 4/92 ───
[fold 4] epoch   10 | train  120.38 | val  119.79 | rotLSD  23.81
[fold 4] epoch   20 | train  108.63 | val  108.01 | rotLSD  19.21
[fold 4] epoch   30 | train   96.28 | val   95.60 | rotLSD  16.06
[fold 4] epoch   40 | train   83.46 | val   82.80 | rotLSD  13.70
[fold 4] epoch   50 | train   70.66 | val   70.03 | rotLSD  10.86
[fold 4] epoch   60 | train   58.27 | val   57.72 | rotLSD   8.78
[fold 4] epoch   70 | train   46.87 | val   46.28 | rotLSD   7.37
[fold 4] epoch   80 | train   36.56 | val   36.05 | rotLSD   6.09
[fold 4] epoch   90 | train   27.82 | val   27.25 | rotLSD   4.98
[fold 4] epoch  100 | train   20.46 | val   20.01 | rotLSD   3.94
[fold 4] epoch  110 | train   14.68 | val   14.29 | rotLSD   3.17
[fold 4] epoch  120 | train   10.31 | val    9.98 | rotLSD   2.53
[fold 4] epoch  130 | train    7.19 | val    6.89 | rotLSD   1.99
[fold 4] epoch  140 | train    5.02 | val    4.77 | rotLSD   1.54
[fold 4] epoch  150 | train    3.59 | val    3.39 | rotLSD   1.27
[fold 4] epoch  160 | train    2.69 | val    2.52 | rotLSD   1.08
[fold 4] epoch  170 | train    2.11 | val    1.98 | rotLSD   0.90
[fold 4] epoch  180 | train    1.70 | val    1.66 | rotLSD   0.80
[fold 4] epoch  190 | train    1.42 | val    1.47 | rotLSD   0.73
[fold 4] epoch  200 | train    1.22 | val    1.33 | rotLSD   0.65
[fold 4] epoch  210 | train    1.11 | val    1.29 | rotLSD   0.64
[fold 4] epoch  220 | train    1.03 | val    1.22 | rotLSD   0.64
[fold 4] epoch  230 | train    0.96 | val    1.22 | rotLSD   0.61
[fold 4] epoch  240 | train    0.92 | val    1.21 | rotLSD   0.59
[fold 4] epoch  250 | train    0.89 | val    1.21 | rotLSD   0.58
[fold 4] epoch  260 | train    0.88 | val    1.24 | rotLSD   0.59
[fold 4] epoch  270 | train    0.86 | val    1.24 | rotLSD   0.58
[fold 4] epoch  280 | train    0.85 | val    1.24 | rotLSD   0.60
[fold 4] epoch  290 | train    0.84 | val    1.22 | rotLSD   0.61
[fold 4] epoch  300 | train    0.83 | val    1.23 | rotLSD   0.59
[fold 4] epoch  310 | train    0.83 | val    1.26 | rotLSD   0.61
[fold 4] epoch  320 | train    0.81 | val    1.22 | rotLSD   0.60
[fold 4] epoch  330 | train    0.81 | val    1.25 | rotLSD   0.60
[fold 4] epoch  340 | train    0.81 | val    1.25 | rotLSD   0.60
[fold 4] epoch  350 | train    0.81 | val    1.27 | rotLSD   0.61
[fold 4] epoch  360 | train    0.81 | val    1.21 | rotLSD   0.60
[fold 4] epoch  370 | train    0.79 | val    1.23 | rotLSD   0.61
[fold 4] epoch  380 | train    0.79 | val    1.26 | rotLSD   0.61
[fold 4] epoch  390 | train    0.78 | val    1.27 | rotLSD   0.61
[fold 4] epoch  400 | train    0.79 | val    1.28 | rotLSD   0.63
[fold 4] epoch  410 | train    0.78 | val    1.27 | rotLSD   0.63
[fold 4] epoch  420 | train    0.77 | val    1.27 | rotLSD   0.60
[fold 4] epoch  430 | train    0.77 | val    1.28 | rotLSD   0.59
[fold 4] epoch  440 | train    0.77 | val    1.28 | rotLSD   0.63
[fold 4] epoch  450 | train    0.77 | val    1.30 | rotLSD   0.62
[fold 4] epoch  460 | train    0.77 | val    1.31 | rotLSD   0.63
[fold 4] epoch  470 | train    0.77 | val    1.33 | rotLSD   0.62
[fold 4] epoch  480 | train    0.76 | val    1.34 | rotLSD   0.63
[fold 4] epoch  490 | train    0.76 | val    1.32 | rotLSD   0.59
[fold 4] epoch  500 | train    0.75 | val    1.30 | rotLSD   0.62
[fold 4] epoch  510 | train    0.75 | val    1.30 | rotLSD   0.61
[fold 4] epoch  520 | train    0.75 | val    1.32 | rotLSD   0.63
[fold 4] epoch  530 | train    0.75 | val    1.34 | rotLSD   0.62
[fold 4] epoch  540 | train    0.75 | val    1.30 | rotLSD   0.61
[fold 4] epoch  550 | train    0.75 | val    1.34 | rotLSD   0.64
[fold 4] epoch  560 | train    0.74 | val    1.38 | rotLSD   0.64
[fold 4] epoch  570 | train    0.74 | val    1.33 | rotLSD   0.61
[fold 4] epoch  580 | train    0.74 | val    1.35 | rotLSD   0.67
[fold 4] epoch  590 | train    0.74 | val    1.37 | rotLSD   0.65
[fold 4] epoch  600 | train    0.74 | val    1.40 | rotLSD   0.63
[fold 4] epoch  610 | train    0.73 | val    1.41 | rotLSD   0.65
[fold 4] epoch  620 | train    0.73 | val    1.38 | rotLSD   0.63
[fold 4] epoch  630 | train    0.73 | val    1.39 | rotLSD   0.62
[fold 4] epoch  640 | train    0.73 | val    1.36 | rotLSD   0.63
[fold 4] epoch  650 | train    0.73 | val    1.37 | rotLSD   0.64
[fold 4] epoch  660 | train    0.72 | val    1.41 | rotLSD   0.62
[fold 4] epoch  670 | train    0.72 | val    1.41 | rotLSD   0.64
[fold 4] epoch  680 | train    0.72 | val    1.38 | rotLSD   0.64
[fold 4] epoch  690 | train    0.72 | val    1.42 | rotLSD   0.65
[fold 4] epoch  700 | train    0.72 | val    1.39 | rotLSD   0.63
[fold 4] epoch  710 | train    0.72 | val    1.41 | rotLSD   0.65
[fold 4] epoch  720 | train    0.71 | val    1.39 | rotLSD   0.65
[fold 4] epoch  730 | train    0.71 | val    1.41 | rotLSD   0.65
[fold 4] epoch  740 | train    0.71 | val    1.41 | rotLSD   0.65
[fold 4] epoch  750 | train    0.71 | val    1.40 | rotLSD   0.62
[fold 4] epoch  760 | train    0.72 | val    1.40 | rotLSD   0.65
[fold 4] epoch  770 | train    0.71 | val    1.42 | rotLSD   0.66
[fold 4] epoch  780 | train    0.71 | val    1.41 | rotLSD   0.64
[fold 4] epoch  790 | train    0.71 | val    1.44 | rotLSD   0.62
[fold 4] epoch  800 | train    0.72 | val    1.42 | rotLSD   0.66
[fold 4] epoch  810 | train    0.71 | val    1.42 | rotLSD   0.64
[fold 4] epoch  820 | train    0.71 | val    1.41 | rotLSD   0.63
[fold 4] epoch  830 | train    0.71 | val    1.42 | rotLSD   0.66
[fold 4] epoch  840 | train    0.71 | val    1.41 | rotLSD   0.66
[fold 4] epoch  850 | train    0.71 | val    1.42 | rotLSD   0.63
[fold 4] epoch  860 | train    0.71 | val    1.42 | rotLSD   0.64
[fold 4] epoch  870 | train    0.71 | val    1.42 | rotLSD   0.63
[fold 4] epoch  880 | train    0.70 | val    1.43 | rotLSD   0.66
[fold 4] epoch  890 | train    0.71 | val    1.42 | rotLSD   0.65
[fold 4] epoch  900 | train    0.70 | val    1.43 | rotLSD   0.65
[fold 4] epoch  910 | train    0.71 | val    1.42 | rotLSD   0.64
[fold 4] epoch  920 | train    0.70 | val    1.42 | rotLSD   0.66
[fold 4] epoch  930 | train    0.70 | val    1.42 | rotLSD   0.65
[fold 4] epoch  940 | train    0.70 | val    1.42 | rotLSD   0.62
[fold 4] epoch  950 | train    0.71 | val    1.42 | rotLSD   0.65
[fold 4] epoch  960 | train    0.71 | val    1.42 | rotLSD   0.64
[fold 4] epoch  970 | train    0.71 | val    1.42 | rotLSD   0.64
[fold 4] epoch  980 | train    0.71 | val    1.42 | rotLSD   0.63
[fold 4] epoch  990 | train    0.71 | val    1.42 | rotLSD   0.64
[fold 4] epoch 1000 | train    0.71 | val    1.42 | rotLSD   0.65

─── Fold 5/92 ───
[fold 5] epoch   10 | train  119.81 | val  116.70 | rotLSD  22.76
[fold 5] epoch   20 | train  108.09 | val  105.11 | rotLSD  19.04
[fold 5] epoch   30 | train   95.64 | val   92.79 | rotLSD  16.85
[fold 5] epoch   40 | train   82.67 | val   79.89 | rotLSD  13.02
[fold 5] epoch   50 | train   69.55 | val   66.92 | rotLSD  10.63
[fold 5] epoch   60 | train   56.81 | val   54.42 | rotLSD   8.98
[fold 5] epoch   70 | train   45.03 | val   42.90 | rotLSD   6.98
[fold 5] epoch   80 | train   34.60 | val   32.76 | rotLSD   5.63
[fold 5] epoch   90 | train   25.75 | val   24.21 | rotLSD   4.49
[fold 5] epoch  100 | train   18.61 | val   17.33 | rotLSD   3.53
[fold 5] epoch  110 | train   13.11 | val   12.07 | rotLSD   2.81
[fold 5] epoch  120 | train    9.06 | val    8.23 | rotLSD   2.17
[fold 5] epoch  130 | train    6.20 | val    5.58 | rotLSD   1.73
[fold 5] epoch  140 | train    4.31 | val    3.85 | rotLSD   1.39
[fold 5] epoch  150 | train    3.11 | val    2.77 | rotLSD   1.12
[fold 5] epoch  160 | train    2.37 | val    2.10 | rotLSD   0.94
[fold 5] epoch  170 | train    1.88 | val    1.69 | rotLSD   0.82
[fold 5] epoch  180 | train    1.55 | val    1.41 | rotLSD   0.72
[fold 5] epoch  190 | train    1.32 | val    1.23 | rotLSD   0.66
[fold 5] epoch  200 | train    1.16 | val    1.13 | rotLSD   0.64
[fold 5] epoch  210 | train    1.06 | val    1.06 | rotLSD   0.58
[fold 5] epoch  220 | train    1.00 | val    1.02 | rotLSD   0.58
[fold 5] epoch  230 | train    0.95 | val    1.02 | rotLSD   0.58
[fold 5] epoch  240 | train    0.92 | val    1.00 | rotLSD   0.57
[fold 5] epoch  250 | train    0.90 | val    0.97 | rotLSD   0.53
[fold 5] epoch  260 | train    0.87 | val    1.00 | rotLSD   0.56
[fold 5] epoch  270 | train    0.86 | val    0.98 | rotLSD   0.52
[fold 5] epoch  280 | train    0.85 | val    0.98 | rotLSD   0.55
[fold 5] epoch  290 | train    0.84 | val    0.95 | rotLSD   0.51
[fold 5] epoch  300 | train    0.83 | val    0.98 | rotLSD   0.56
[fold 5] epoch  310 | train    0.82 | val    0.95 | rotLSD   0.51
[fold 5] epoch  320 | train    0.81 | val    0.97 | rotLSD   0.51
[fold 5] epoch  330 | train    0.81 | val    0.98 | rotLSD   0.55
[fold 5] epoch  340 | train    0.80 | val    0.97 | rotLSD   0.55
[fold 5] epoch  350 | train    0.80 | val    0.97 | rotLSD   0.56
[fold 5] epoch  360 | train    0.80 | val    0.98 | rotLSD   0.52
[fold 5] epoch  370 | train    0.79 | val    0.98 | rotLSD   0.54
[fold 5] epoch  380 | train    0.78 | val    0.98 | rotLSD   0.54
[fold 5] epoch  390 | train    0.78 | val    0.99 | rotLSD   0.53
[fold 5] epoch  400 | train    0.78 | val    0.99 | rotLSD   0.53
[fold 5] epoch  410 | train    0.77 | val    0.98 | rotLSD   0.53
[fold 5] epoch  420 | train    0.77 | val    0.98 | rotLSD   0.55
[fold 5] epoch  430 | train    0.76 | val    0.99 | rotLSD   0.55
[fold 5] epoch  440 | train    0.76 | val    0.98 | rotLSD   0.53
[fold 5] epoch  450 | train    0.75 | val    0.97 | rotLSD   0.53
[fold 5] epoch  460 | train    0.76 | val    1.00 | rotLSD   0.53
[fold 5] epoch  470 | train    0.75 | val    0.99 | rotLSD   0.55
[fold 5] epoch  480 | train    0.75 | val    0.98 | rotLSD   0.53
[fold 5] epoch  490 | train    0.74 | val    0.99 | rotLSD   0.53
[fold 5] epoch  500 | train    0.74 | val    0.99 | rotLSD   0.54
[fold 5] epoch  510 | train    0.74 | val    0.99 | rotLSD   0.54
[fold 5] epoch  520 | train    0.74 | val    1.00 | rotLSD   0.55
[fold 5] epoch  530 | train    0.74 | val    0.99 | rotLSD   0.53
[fold 5] epoch  540 | train    0.73 | val    0.99 | rotLSD   0.55
[fold 5] epoch  550 | train    0.73 | val    1.00 | rotLSD   0.54
[fold 5] epoch  560 | train    0.73 | val    1.00 | rotLSD   0.54
[fold 5] epoch  570 | train    0.73 | val    0.99 | rotLSD   0.51
[fold 5] epoch  580 | train    0.73 | val    1.00 | rotLSD   0.54
[fold 5] epoch  590 | train    0.72 | val    1.01 | rotLSD   0.52
[fold 5] epoch  600 | train    0.72 | val    0.99 | rotLSD   0.53
[fold 5] epoch  610 | train    0.72 | val    1.00 | rotLSD   0.53
[fold 5] epoch  620 | train    0.71 | val    1.01 | rotLSD   0.55
[fold 5] epoch  630 | train    0.72 | val    1.02 | rotLSD   0.54
[fold 5] epoch  640 | train    0.71 | val    1.02 | rotLSD   0.54
[fold 5] epoch  650 | train    0.71 | val    1.02 | rotLSD   0.54
[fold 5] epoch  660 | train    0.72 | val    1.02 | rotLSD   0.52
[fold 5] epoch  670 | train    0.71 | val    1.01 | rotLSD   0.53
[fold 5] epoch  680 | train    0.71 | val    1.03 | rotLSD   0.56
[fold 5] epoch  690 | train    0.71 | val    1.03 | rotLSD   0.55
[fold 5] epoch  700 | train    0.71 | val    1.02 | rotLSD   0.54
[fold 5] epoch  710 | train    0.70 | val    1.02 | rotLSD   0.55
[fold 5] epoch  720 | train    0.70 | val    1.02 | rotLSD   0.54
[fold 5] epoch  730 | train    0.70 | val    1.03 | rotLSD   0.57
[fold 5] epoch  740 | train    0.70 | val    1.02 | rotLSD   0.53
[fold 5] epoch  750 | train    0.70 | val    1.03 | rotLSD   0.55
[fold 5] epoch  760 | train    0.70 | val    1.04 | rotLSD   0.57
[fold 5] epoch  770 | train    0.70 | val    1.03 | rotLSD   0.55
[fold 5] epoch  780 | train    0.70 | val    1.02 | rotLSD   0.55
[fold 5] epoch  790 | train    0.70 | val    1.03 | rotLSD   0.54
[fold 5] epoch  800 | train    0.70 | val    1.03 | rotLSD   0.55
[fold 5] epoch  810 | train    0.70 | val    1.03 | rotLSD   0.53
[fold 5] epoch  820 | train    0.70 | val    1.03 | rotLSD   0.56
[fold 5] epoch  830 | train    0.70 | val    1.04 | rotLSD   0.53
[fold 5] epoch  840 | train    0.70 | val    1.03 | rotLSD   0.54
[fold 5] epoch  850 | train    0.69 | val    1.03 | rotLSD   0.52
[fold 5] epoch  860 | train    0.69 | val    1.04 | rotLSD   0.56
[fold 5] epoch  870 | train    0.69 | val    1.04 | rotLSD   0.54
[fold 5] epoch  880 | train    0.69 | val    1.03 | rotLSD   0.53
[fold 5] epoch  890 | train    0.69 | val    1.04 | rotLSD   0.54
[fold 5] epoch  900 | train    0.69 | val    1.03 | rotLSD   0.54
[fold 5] epoch  910 | train    0.69 | val    1.04 | rotLSD   0.53
[fold 5] epoch  920 | train    0.69 | val    1.04 | rotLSD   0.55
[fold 5] epoch  930 | train    0.69 | val    1.04 | rotLSD   0.54
[fold 5] epoch  940 | train    0.69 | val    1.04 | rotLSD   0.56
[fold 5] epoch  950 | train    0.70 | val    1.04 | rotLSD   0.53
[fold 5] epoch  960 | train    0.69 | val    1.04 | rotLSD   0.55
[fold 5] epoch  970 | train    0.69 | val    1.04 | rotLSD   0.54
[fold 5] epoch  980 | train    0.69 | val    1.04 | rotLSD   0.54
[fold 5] epoch  990 | train    0.69 | val    1.04 | rotLSD   0.55
[fold 5] epoch 1000 | train    0.69 | val    1.04 | rotLSD   0.56

─── Fold 6/92 ───
[fold 6] epoch   10 | train  121.16 | val  119.89 | rotLSD  24.01
[fold 6] epoch   20 | train  109.64 | val  108.40 | rotLSD  19.31
[fold 6] epoch   30 | train   97.40 | val   96.22 | rotLSD  15.75
[fold 6] epoch   40 | train   84.80 | val   83.60 | rotLSD  13.86
[fold 6] epoch   50 | train   72.18 | val   70.96 | rotLSD  10.92
[fold 6] epoch   60 | train   59.90 | val   58.74 | rotLSD   8.82
[fold 6] epoch   70 | train   48.41 | val   47.35 | rotLSD   7.44
[fold 6] epoch   80 | train   38.03 | val   37.10 | rotLSD   6.21
[fold 6] epoch   90 | train   29.03 | val   28.25 | rotLSD   4.97
[fold 6] epoch  100 | train   21.53 | val   20.90 | rotLSD   4.06
[fold 6] epoch  110 | train   15.58 | val   15.04 | rotLSD   3.16
[fold 6] epoch  120 | train   10.99 | val   10.59 | rotLSD   2.55
[fold 6] epoch  130 | train    7.68 | val    7.37 | rotLSD   2.01
[fold 6] epoch  140 | train    5.38 | val    5.12 | rotLSD   1.61
[fold 6] epoch  150 | train    3.83 | val    3.65 | rotLSD   1.33
[fold 6] epoch  160 | train    2.85 | val    2.70 | rotLSD   1.11
[fold 6] epoch  170 | train    2.22 | val    2.11 | rotLSD   0.95
[fold 6] epoch  180 | train    1.78 | val    1.70 | rotLSD   0.83
[fold 6] epoch  190 | train    1.49 | val    1.44 | rotLSD   0.74
[fold 6] epoch  200 | train    1.29 | val    1.26 | rotLSD   0.68
[fold 6] epoch  210 | train    1.16 | val    1.13 | rotLSD   0.62
[fold 6] epoch  220 | train    1.06 | val    1.05 | rotLSD   0.59
[fold 6] epoch  230 | train    1.01 | val    0.99 | rotLSD   0.57
[fold 6] epoch  240 | train    0.96 | val    0.96 | rotLSD   0.56
[fold 6] epoch  250 | train    0.92 | val    0.93 | rotLSD   0.56
[fold 6] epoch  260 | train    0.90 | val    0.92 | rotLSD   0.55
[fold 6] epoch  270 | train    0.88 | val    0.90 | rotLSD   0.54
[fold 6] epoch  280 | train    0.86 | val    0.89 | rotLSD   0.55
[fold 6] epoch  290 | train    0.86 | val    0.88 | rotLSD   0.53
[fold 6] epoch  300 | train    0.84 | val    0.89 | rotLSD   0.52
[fold 6] epoch  310 | train    0.83 | val    0.88 | rotLSD   0.52
[fold 6] epoch  320 | train    0.82 | val    0.87 | rotLSD   0.53
[fold 6] epoch  330 | train    0.81 | val    0.88 | rotLSD   0.53
[fold 6] epoch  340 | train    0.81 | val    0.85 | rotLSD   0.53
[fold 6] epoch  350 | train    0.80 | val    0.87 | rotLSD   0.52
[fold 6] epoch  360 | train    0.80 | val    0.87 | rotLSD   0.53
[fold 6] epoch  370 | train    0.79 | val    0.89 | rotLSD   0.51
[fold 6] epoch  380 | train    0.79 | val    0.88 | rotLSD   0.52
[fold 6] epoch  390 | train    0.79 | val    0.89 | rotLSD   0.52
[fold 6] epoch  400 | train    0.77 | val    0.89 | rotLSD   0.53
[fold 6] epoch  410 | train    0.77 | val    0.90 | rotLSD   0.51
[fold 6] epoch  420 | train    0.77 | val    0.90 | rotLSD   0.51
[fold 6] epoch  430 | train    0.77 | val    0.90 | rotLSD   0.53
[fold 6] epoch  440 | train    0.76 | val    0.90 | rotLSD   0.52
[fold 6] epoch  450 | train    0.77 | val    0.90 | rotLSD   0.53
[fold 6] epoch  460 | train    0.77 | val    0.90 | rotLSD   0.52
[fold 6] epoch  470 | train    0.76 | val    0.92 | rotLSD   0.55
[fold 6] epoch  480 | train    0.75 | val    0.93 | rotLSD   0.55
[fold 6] epoch  490 | train    0.75 | val    0.93 | rotLSD   0.54
[fold 6] epoch  500 | train    0.75 | val    0.93 | rotLSD   0.53
[fold 6] epoch  510 | train    0.75 | val    0.92 | rotLSD   0.54
[fold 6] epoch  520 | train    0.74 | val    0.92 | rotLSD   0.54
[fold 6] epoch  530 | train    0.73 | val    0.93 | rotLSD   0.55
[fold 6] epoch  540 | train    0.74 | val    0.93 | rotLSD   0.56
[fold 6] epoch  550 | train    0.73 | val    0.94 | rotLSD   0.53
[fold 6] epoch  560 | train    0.72 | val    0.96 | rotLSD   0.55
[fold 6] epoch  570 | train    0.73 | val    0.97 | rotLSD   0.55
[fold 6] epoch  580 | train    0.72 | val    0.97 | rotLSD   0.55
[fold 6] epoch  590 | train    0.72 | val    0.97 | rotLSD   0.56
[fold 6] epoch  600 | train    0.72 | val    0.98 | rotLSD   0.57
[fold 6] epoch  610 | train    0.72 | val    0.97 | rotLSD   0.55
[fold 6] epoch  620 | train    0.72 | val    0.97 | rotLSD   0.55
[fold 6] epoch  630 | train    0.71 | val    0.99 | rotLSD   0.56
[fold 6] epoch  640 | train    0.71 | val    0.99 | rotLSD   0.57
[fold 6] epoch  650 | train    0.71 | val    0.98 | rotLSD   0.57
[fold 6] epoch  660 | train    0.71 | val    0.98 | rotLSD   0.56
[fold 6] epoch  670 | train    0.71 | val    1.00 | rotLSD   0.57
[fold 6] epoch  680 | train    0.71 | val    0.99 | rotLSD   0.55
[fold 6] epoch  690 | train    0.70 | val    1.00 | rotLSD   0.55
[fold 6] epoch  700 | train    0.70 | val    1.00 | rotLSD   0.57
[fold 6] epoch  710 | train    0.70 | val    0.99 | rotLSD   0.54
[fold 6] epoch  720 | train    0.71 | val    1.01 | rotLSD   0.55
[fold 6] epoch  730 | train    0.70 | val    1.00 | rotLSD   0.58
[fold 6] epoch  740 | train    0.70 | val    1.02 | rotLSD   0.56
[fold 6] epoch  750 | train    0.70 | val    1.01 | rotLSD   0.56
[fold 6] epoch  760 | train    0.70 | val    1.01 | rotLSD   0.58
[fold 6] epoch  770 | train    0.69 | val    1.02 | rotLSD   0.57
[fold 6] epoch  780 | train    0.70 | val    1.01 | rotLSD   0.55
[fold 6] epoch  790 | train    0.69 | val    1.03 | rotLSD   0.56
